Date,Open,High,Low,Close,Adj Close,Volume,Ticker,prevClose,Momentum,MomentumRatio,MomentumType,Pivot,BC,TC,NR-CPR
2021-02-22,128.00999450683594,129.72000122070312,118.38999938964844,121.26000213623048,120.00067138671876,685989200.0,AAPL,129.8699951171875,8.609992980957017,1.5654532692649121,Strong Momentum,123.12333424886067,124.05500030517578,122.19166819254556,No
2021-03-01,123.75,128.72000122070312,117.56999969482422,121.41999816894533,120.15900421142578,663456700.0,AAPL,121.26000213623048,0.15999603271484375,0.018582597345748346,Less Momentum,122.56999969482422,123.14500045776367,121.99499893188477,No
2021-03-08,120.93000030517578,123.20999908447266,116.20999908447266,121.02999877929688,119.77305603027344,586977300.0,AAPL,121.41999816894533,0.3899993896484517,2.4375566258166925,Strong Momentum,120.14999898274739,119.70999908447266,120.58999888102213,No
2021-03-15,121.41000366210938,127.22000122070312,119.68000030517578,119.98999786376952,118.74385833740234,626343500.0,AAPL,121.02999877929688,1.040000915527358,2.666673187526838,Strong Momentum,122.29666646321614,123.45000076293945,121.14333216349283,No
2021-03-22,120.33000183105467,124.23999786376952,118.91999816894533,121.20999908447266,119.95117950439452,488825800.0,AAPL,119.98999786376952,1.2200012207031392,1.173077064152879,Less Momentum,121.4566650390625,121.57999801635742,121.33333206176758,No
2021-03-29,121.6500015258789,124.18000030517578,118.86000061035156,123.0,121.72260284423828,359904000.0,AAPL,121.20999908447266,1.7900009155273438,1.4672123971283317,Less Momentum,122.01333363850911,121.52000045776367,122.50666681925455,Yes
2021-04-05,123.87000274658205,133.0399932861328,123.06999969482422,133.0,131.61874389648438,447820500.0,AAPL,123.0,10.0,5.586589321410457,Strong Momentum,129.70333099365234,128.05499649047852,131.35166549682617,No
2021-04-12,132.52000427246094,135.0,130.6300048828125,134.16000366210938,132.76670837402344,444178800.0,AAPL,133.0,1.160003662109375,0.1160003662109375,Less Momentum,133.26333618164062,132.81500244140625,133.711669921875,No
2021-04-19,133.50999450683594,135.52999877929688,131.3000030517578,134.32000732421875,132.92503356933594,421147600.0,AAPL,134.16000366210938,0.160003662109375,0.1379337560179948,Less Momentum,133.71666971842447,133.41500091552734,134.0183385213216,No
2021-04-26,134.8300018310547,137.07000732421875,131.07000732421875,131.4600067138672,130.09474182128906,501621500.0,AAPL,134.32000732421875,2.8600006103515625,17.87459469769216,Strong Momentum,133.20000712076822,134.07000732421875,132.3300069173177,No
2021-05-03,132.0399932861328,134.07000732421875,126.6999969482422,130.2100067138672,128.85772705078125,453802300.0,AAPL,131.4600067138672,1.25,0.4370628437895141,Less Momentum,130.32667032877603,130.38500213623047,130.2683385213216,No
2021-05-10,129.41000366210938,129.5399932861328,122.25,127.4499969482422,126.3406219482422,514165600.0,AAPL,130.2100067138672,2.760009765624986,2.2080078124999885,Strong Momentum,126.413330078125,125.8949966430664,126.9316635131836,Yes
2021-05-17,126.81999969482422,128.0,122.86000061035156,125.43000030517578,124.33820343017578,386352000.0,AAPL,127.4499969482422,2.0199966430664205,0.7318802521008493,Less Momentum,125.43000030517578,125.43000030517578,125.43000030517578,No
2021-05-24,126.01000213623048,128.32000732421875,124.5500030517578,124.61000061035156,123.52533721923828,357615000.0,AAPL,125.43000030517578,0.8199996948242188,0.4059411175948454,Less Momentum,125.82667032877605,126.43500518798828,125.21833546956381,Yes
2021-05-31,125.08000183105467,126.16000366210938,123.12999725341795,125.88999938964844,124.79420471191406,278314500.0,AAPL,124.61000061035156,1.279998779296875,1.5609747020348161,Strong Momentum,125.06000010172527,124.64500045776367,125.47499974568686,No
2021-06-07,126.16999816894533,128.4600067138672,124.83000183105467,127.3499984741211,126.24148559570312,327048100.0,AAPL,125.88999938964844,1.4599990844726562,1.1406253725293851,Less Momentum,126.88000233968098,126.64500427246094,127.11500040690103,No
2021-06-14,127.81999969482422,132.5500030517578,127.06999969482422,130.4600067138672,129.3244171142578,457142800.0,AAPL,127.3499984741211,3.1100082397460938,2.1301439657199595,Strong Momentum,130.02666982014975,129.81000137329102,130.24333826700848,No
2021-06-21,130.3000030517578,134.63999938964844,129.2100067138672,133.11000061035156,131.95135498046875,354155800.0,AAPL,130.4600067138672,2.649993896484375,0.8520858120622615,Less Momentum,132.32000223795572,131.9250030517578,132.71500142415363,No
2021-06-28,133.41000366210938,140.0,133.35000610351562,139.9600067138672,138.7417449951172,321267200.0,AAPL,133.11000061035156,6.850006103515625,2.584913917199286,Strong Momentum,137.77000427246094,136.6750030517578,138.86500549316406,No
2021-07-05,140.07000732421875,145.64999389648438,140.07000732421875,145.11000061035156,143.8468780517578,418559700.0,AAPL,139.9600067138672,5.149993896484375,0.7518232566013695,Less Momentum,143.61000061035156,142.86000061035156,144.36000061035156,No
2021-07-12,146.2100067138672,150.0,143.6300048828125,146.38999938964844,145.11573791503906,504249300.0,AAPL,145.11000061035156,1.279998779296875,0.24854374685194514,Less Momentum,146.67333475748697,146.81500244140625,146.5316670735677,No
2021-07-19,143.75,148.72000122070312,141.6699981689453,148.55999755859375,147.26686096191406,441563700.0,AAPL,146.38999938964844,2.1699981689453125,1.6953126862646926,Strong Momentum,146.31666564941406,145.19499969482422,147.4383316040039,Yes
2021-07-26,148.27000427246094,149.8300018310547,142.5399932861328,145.86000061035156,144.5903778076172,423324000.0,AAPL,148.55999755859375,2.6999969482421875,1.2442392748904811,Less Momentum,146.07666524251303,146.18499755859375,145.9683329264323,No
2021-08-02,146.36000061035156,148.0399932861328,145.17999267578125,146.13999938964844,144.867919921875,284559400.0,AAPL,145.86000061035156,0.279998779296875,0.1037033688053485,Less Momentum,146.45332845052084,146.60999298095703,146.29666392008465,Yes
2021-08-09,146.1999969482422,149.44000244140625,145.3000030517578,149.10000610351562,148.02362060546875,298082900.0,AAPL,146.13999938964844,2.9600067138671875,10.57149863760218,Strong Momentum,147.94667053222656,147.37000274658203,148.5233383178711,Yes
2021-08-16,148.5399932861328,151.67999267578125,144.5,148.19000244140625,147.12017822265625,429361600.0,AAPL,149.10000610351562,0.910003662109375,0.30743297231257766,Less Momentum,148.12333170572916,148.08999633789062,148.1566670735677,No
2021-08-23,148.30999755859375,150.86000061035156,146.8300018310547,148.60000610351562,147.52723693847656,272129100.0,AAPL,148.19000244140625,0.410003662109375,0.45055166169220967,Less Momentum,148.76333618164062,148.84500122070312,148.68167114257812,Yes
2021-08-30,149.0,154.97999572753906,148.61000061035156,154.3000030517578,153.1860809326172,386647700.0,AAPL,148.60000610351562,5.6999969482421875,13.90230740602903,Strong Momentum,152.62999979654947,151.7949981689453,153.46500142415363,Yes
2021-09-06,154.97000122070312,157.25999450683594,148.6999969482422,148.97000122070312,147.89454650878906,354897400.0,AAPL,154.3000030517578,5.3300018310546875,0.9350885411786751,Less Momentum,151.6433308919271,152.97999572753906,150.30666605631512,No
2021-09-13,150.6300048828125,151.4199981689453,145.75999450683594,146.05999755859375,145.0055694580078,492884800.0,AAPL,148.97000122070312,2.910003662109375,0.545966728407962,Less Momentum,147.74666341145834,148.58999633789062,146.90333048502606,No
2021-09-20,143.8000030517578,147.47000122070312,141.27000427246094,146.9199981689453,145.85935974121094,394033300.0,AAPL,146.05999755859375,0.8600006103515625,0.29553248387604214,Less Momentum,145.22000122070312,144.37000274658203,146.06999969482422,No
2021-09-27,145.47000122070312,145.9600067138672,139.11000061035156,142.64999389648438,141.6201629638672,441421300.0,AAPL,146.9199981689453,4.2700042724609375,4.965117723248346,Strong Momentum,142.57333374023438,142.53500366210938,142.61166381835938,No
2021-10-04,141.75999450683594,144.22000122070312,138.27000427246094,142.89999389648438,141.8683624267578,382910100.0,AAPL,142.64999389648438,0.25,0.05854795078598766,Less Momentum,141.79666646321616,141.24500274658203,142.34833017985028,Yes
2021-10-11,142.27000427246094,144.89999389648438,139.1999969482422,144.83999633789062,143.79437255859375,354098200.0,AAPL,142.89999389648438,1.94000244140625,7.760009765625,Strong Momentum,142.97999572753906,142.04999542236328,143.90999603271484,No
2021-10-18,143.4499969482422,150.17999267578125,143.16000366210938,148.69000244140625,147.6165771484375,340691300.0,AAPL,144.83999633789062,3.850006103515625,1.984536731162498,Strong Momentum,147.34333292643228,146.6699981689453,148.01666768391925,No
2021-10-25,148.67999267578125,153.1699981689453,146.41000366210938,149.8000030517578,148.71856689453125,392740000.0,AAPL,148.69000244140625,1.1100006103515625,0.2883113897762312,Less Momentum,149.7933349609375,149.79000091552734,149.79666900634766,No
2021-11-01,148.99000549316406,152.42999267578125,147.8000030517578,151.27999877929688,150.18788146972656,324080300.0,AAPL,149.8000030517578,1.4799957275390625,1.3333287511169152,Less Momentum,150.50333150227866,150.11499786376953,150.89166514078778,Yes
2021-11-08,151.41000366210938,151.57000732421875,147.47999572753906,149.99000549316406,149.12452697753906,281799900.0,AAPL,151.27999877929688,1.2899932861328125,0.8716196014145351,Less Momentum,149.68000284830728,149.5250015258789,149.83500417073566,No
2021-11-15,150.3699951171875,161.02000427246094,149.33999633789062,160.5500030517578,159.62359619140625,462419300.0,AAPL,149.99000549316406,10.55999755859375,8.186087223950508,Strong Momentum,156.97000122070312,155.18000030517578,158.76000213623047,Yes
2021-11-22,161.67999267578125,165.6999969482422,156.36000061035156,156.80999755859375,155.90516662597656,359933200.0,AAPL,160.5500030517578,3.7400054931640625,0.3541672687339248,Less Momentum,159.62333170572916,161.02999877929688,158.21666463216144,No
2021-11-29,159.3699951171875,170.3000030517578,157.8000030517578,161.83999633789062,160.9061279296875,669611100.0,AAPL,156.80999755859375,5.029998779296875,1.3449174843434446,Less Momentum,163.3133341471354,164.0500030517578,162.576665242513,No
2021-12-06,164.2899932861328,179.6300048828125,164.27999877929688,179.4499969482422,178.41452026367188,569227700.0,AAPL,161.83999633789062,17.610000610351562,3.5009950067648328,Strong Momentum,174.45333353678384,171.9550018310547,176.951665242513,No
2021-12-13,181.1199951171875,182.1300048828125,169.69000244140625,171.13999938964844,170.15248107910156,769299200.0,AAPL,179.4499969482422,8.30999755859375,0.47189081604624944,Less Momentum,174.32000223795572,175.91000366210938,172.73000081380206,No
2021-12-20,168.27999877929688,176.85000610351562,167.4600067138672,176.27999877929688,175.2628173828125,359176900.0,AAPL,171.13999938964844,5.1399993896484375,0.618531997561531,Less Momentum,173.5300038655599,172.1550064086914,174.9050013224284,No
2021-12-27,177.08999633789062,181.3300018310547,177.07000732421875,177.57000732421875,176.54537963867188,340248100.0,AAPL,176.27999877929688,1.290008544921875,0.250974454884149,Less Momentum,178.65667215983072,179.20000457763672,178.11333974202472,No
2022-01-03,177.8300018310547,182.94000244140625,171.02999877929688,172.1699981689453,171.17652893066406,481949000.0,AAPL,177.57000732421875,5.4000091552734375,4.186025880627381,Strong Momentum,175.37999979654947,176.98500061035156,173.77499898274738,No
2022-01-10,169.0800018310547,177.17999267578125,168.1699981689453,173.07000732421875,172.07135009765625,422655700.0,AAPL,172.1699981689453,0.9000091552734375,0.16666807951511042,Less Momentum,172.8066660563151,172.67499542236328,172.9383366902669,No
2022-01-17,171.50999450683594,172.5399932861328,162.3000030517578,162.41000366210938,161.4728546142578,400041100.0,AAPL,173.07000732421875,10.660003662109375,11.844328026719563,Strong Momentum,165.75,167.4199981689453,164.0800018310547,Yes
2022-01-24,160.02000427246094,170.35000610351562,154.6999969482422,170.3300018310547,169.34715270996094,688258600.0,AAPL,162.41000366210938,7.9199981689453125,0.7429639257157744,Less Momentum,165.12666829427084,162.5250015258789,167.72833506266278,No
2022-01-31,170.16000366210938,176.24000549316406,169.50999450683594,172.38999938964844,171.39523315429688,458553300.0,AAPL,170.3300018310547,2.05999755859375,0.2601007619763219,Less Momentum,172.7133331298828,172.875,172.55166625976562,No
2022-02-07,172.86000061035156,176.64999389648438,168.0399932861328,168.63999938964844,167.88050842285156,412902000.0,AAPL,172.38999938964844,3.75,1.8203905069479422,Strong Momentum,171.10999552408853,172.3449935913086,169.87499745686847,Yes
2022-02-14,167.3699951171875,173.33999633789062,166.19000244140625,167.3000030517578,166.5465545654297,362252300.0,AAPL,168.63999938964844,1.339996337890625,0.35733235677083336,Less Momentum,168.9433339436849,169.76499938964844,168.12166849772137,No
2022-02-21,164.97999572753906,166.69000244140625,152.0,164.85000610351562,164.1075897216797,414293700.0,AAPL,167.3000030517578,2.4499969482421875,1.8283609282834954,Strong Momentum,161.18000284830728,159.34500122070312,163.01500447591144,No
2022-02-28,163.05999755859375,168.91000366210938,161.97000122070312,163.1699981689453,162.4351348876953,418671400.0,AAPL,164.85000610351562,1.6800079345703125,0.6857183784558086,Less Momentum,164.68333435058594,165.44000244140625,163.92666625976562,No
2022-03-07,163.36000061035156,165.02000427246094,154.5,154.72999572753906,154.0331573486328,521334100.0,AAPL,163.1699981689453,8.44000244140625,5.023787249888739,Strong Momentum,158.08333333333334,159.76000213623047,156.40666453043622,No
2022-03-14,151.4499969482422,164.47999572753906,150.10000610351562,163.97999572753906,163.2415008544922,503123700.0,AAPL,154.72999572753906,9.25,1.0959712469536669,Less Momentum,159.5199991861979,157.29000091552734,161.74999745686847,No
2022-03-21,163.50999450683594,175.27999877929688,163.00999450683594,174.72000122070312,173.93313598632812,446083700.0,AAPL,163.97999572753906,10.740005493164062,1.1610816749366555,Less Momentum,171.00333150227866,169.1449966430664,172.8616663614909,No
2022-03-28,172.1699981689453,179.61000061035156,171.94000244140625,174.30999755859375,173.5249786376953,465395100.0,AAPL,174.72000122070312,0.410003662109375,0.03817536800799026,Less Momentum,175.2866668701172,175.7750015258789,174.79833221435547,No
2022-04-04,174.57000732421875,178.49000549316406,169.1999969482422,170.08999633789062,169.323974609375,393099200.0,AAPL,174.30999755859375,4.220001220703125,10.292593970971344,Strong Momentum,172.59333292643228,173.84500122070312,171.34166463216144,No
2022-04-11,168.7100067138672,171.27000427246094,165.0399932861328,165.2899932861328,164.54559326171875,297460200.0,AAPL,170.08999633789062,4.8000030517578125,1.1374411524359818,Less Momentum,167.1999969482422,168.15499877929688,166.2449951171875,No
