Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Pivot,BC,TC,S1,S2,S3,R1,R2,R3,NR-CPR
2022-11-23,149.4499969482422,151.8300018310547,149.33999633789062,151.07000732421875,151.07000732421875,58301400,AAPL,150.74666849772134,150.58499908447266,150.90833791097003,149.663335164388,148.25666300455728,147.17332967122394,152.15334065755206,153.2366739908854,154.64334615071613,Yes
