Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Pivot,BC,TC,S1,S2,S3,R1,R2,R3
2022-02-07,143.70899963378906,143.84649658203125,138.69900512695312,138.93800354003906,138.93800354003906,44610000,GOOG,140.49450174967447,141.2727508544922,139.71625264485675,137.1425069173177,135.34701029459634,131.99501546223956,142.28999837239581,145.6419932047526,147.43748982747394
2022-02-08,138.9912567138672,139.83709716796875,136.8730010986328,139.21299743652344,139.21299743652344,34256000,GOOG,138.64103190104166,138.35504913330078,138.92701466878253,137.44496663411456,135.67693583170572,134.48087056477863,140.4090627034505,141.6051279703776,143.37315877278644
2022-02-09,140.84974670410156,142.17550659179688,140.3769989013672,141.4530029296875,141.4530029296875,28628000,GOOG,141.33516947428384,141.27625274658203,141.39408620198566,140.49483235677081,139.53666178385416,138.69632466634113,142.2933400472005,143.13367716471353,144.0918477376302
2022-02-10,139.5,141.43099975585938,138.0500030517578,138.6024932861328,138.6024932861328,33018000,GOOG,139.36116536458334,139.7405014038086,138.9818293253581,137.2913309733073,135.98016866048178,133.91033426920575,140.67232767740887,142.7421620686849,144.05332438151044
2022-02-11,138.75,139.2832489013672,133.2884979248047,134.1300048828125,134.1300048828125,38808000,GOOG,135.56725056966147,136.28587341308594,134.848627726237,131.85125223795575,129.57249959309897,125.85650126139325,137.84600321451825,141.56200154622397,143.84075419108075
2022-02-14,133.36549377441406,136.16650390625,133.302001953125,135.3000030517578,135.3000030517578,26792000,GOOG,134.92283630371094,134.7342529296875,135.11141967773438,133.67916870117188,132.05833435058594,130.81466674804688,136.54367065429688,137.78733825683594,139.40817260742188
2022-02-15,137.47149658203125,137.89999389648438,135.5395050048828,136.42550659179688,136.42550659179688,26578000,GOOG,136.62166849772134,136.7197494506836,136.5235875447591,135.34334309895831,134.26117960611978,132.98285420735675,137.70383199055988,138.9821573893229,140.06432088216144
2022-02-16,136.4304962158203,137.9459991455078,134.8236541748047,137.4875030517578,137.4875030517578,25610000,GOOG,136.75238545735678,136.38482666015625,137.1199442545573,135.55877176920575,133.63004048665366,132.43642679850262,138.68111673990887,139.8747304280599,141.803461710612
2022-02-17,136.14999389648438,136.83949279785156,132.20199584960938,132.30850219726562,132.30850219726562,30968000,GOOG,133.78333028157553,134.52074432373047,133.0459162394206,130.7271677652995,129.14583333333334,126.08967081705731,135.36466471354169,138.42082722981772,140.00216166178387
2022-02-18,133.03750610351562,133.82400512695312,130.3070526123047,130.46749877929688,130.46749877929688,31858000,GOOG,131.53285217285156,132.0655288696289,131.00017547607422,129.24169921875,128.01589965820312,125.72474670410156,132.75865173339844,135.0498046875,136.27560424804688
2022-02-22,129.98500061035156,131.9007568359375,127.74099731445312,129.40249633789062,129.40249633789062,38906000,GOOG,129.6814168294271,129.8208770751953,129.54195658365887,127.46207682291669,125.52165730794272,123.30231730143231,131.62183634440106,133.84117635091147,135.78159586588544
2022-02-23,131.07850646972656,131.74899291992188,127.50350189208984,127.58499908447266,127.58499908447266,26432000,GOOG,128.94583129882812,129.62624740600586,128.2654151916504,126.14266967773438,124.7003402709961,121.89717864990234,130.3881607055664,133.19132232666016,134.63365173339844
2022-02-24,125.0,133.03700256347656,124.7645034790039,132.67349243164062,132.67349243164062,43166000,GOOG,130.15833282470703,128.90075302124023,131.41591262817383,127.2796630859375,121.88583374023438,119.00716400146484,135.55216217041016,138.4308319091797,143.8246612548828
2022-02-25,133.52549743652344,135.38900756835938,131.76499938964844,134.51950073242188,134.51950073242188,26236000,GOOG,133.89116923014322,133.5770034790039,134.20533498128253,132.39333089192706,130.26716105143228,128.76932271321613,136.017339070638,137.51517740885416,139.64134724934894
2022-02-28,133.2845001220703,135.6405029296875,132.82525634765625,134.89100646972656,134.89100646972656,29676000,GOOG,134.45225524902344,134.23287963867188,134.671630859375,133.26400756835938,131.6370086669922,130.44876098632812,136.07925415039062,137.2675018310547,138.89450073242188
2022-03-01,134.47999572753906,136.11099243164062,133.3784942626953,134.16799926757812,134.16799926757812,24640000,GOOG,134.55249532063803,134.74474334716797,134.3602472941081,132.99399820963544,131.81999715169272,130.26150004069012,135.72649637858075,137.28499348958334,138.45899454752606
2022-03-02,134.60824584960938,135.61549377441406,133.4324951171875,134.75149536132812,134.75149536132812,23966000,GOOG,134.5998280843099,134.52399444580078,134.67566172281903,133.58416239420575,132.41682942708334,131.40116373697919,135.7671610514323,136.78282674153647,137.95015970865887
2022-03-03,135.97850036621094,136.71380615234375,133.43099975585938,134.30799865722656,134.30799865722656,19780000,GOOG,134.8176015218099,135.07240295410156,134.56280008951825,132.92139689127606,131.53479512532553,129.63859049479169,136.20420328776044,138.10040791829428,139.4870096842448
2022-03-04,133.38250732421875,134.19900512695312,130.4084930419922,132.1219940185547,132.1219940185547,24446000,GOOG,132.2431640625,132.30374908447266,132.18257904052734,130.28732299804688,128.45265197753906,126.49681091308594,134.0778350830078,136.03367614746094,137.86834716796875
2022-03-07,131.9040069580078,131.9040069580078,126.41000366210938,126.4645004272461,126.4645004272461,39178000,GOOG,128.25950368245444,129.1570053100586,127.36200205485028,124.61500040690106,122.765500386556,119.12099711100262,130.1090037027995,133.75350697835287,135.60300699869794
2022-03-08,126.25050354003906,131.2465057373047,125.86074829101562,127.27850341796876,127.27850341796876,35250000,GOOG,128.1285858154297,128.55362701416016,127.70354461669922,125.01066589355469,122.74282836914062,119.62490844726562,130.39642333984375,133.51434326171875,135.7821807861328
2022-03-09,131.39999389648438,134.19850158691406,130.08799743652344,133.86599731445312,133.86599731445312,32258000,GOOG,132.71749877929688,132.14324951171875,133.291748046875,131.2364959716797,128.60699462890625,127.12599182128906,135.3470001220703,136.8280029296875,139.45750427246094
2022-03-10,131.46249389648438,133.5384979248047,131.4010009765625,132.6820068359375,132.6820068359375,24266000,GOOG,132.5405019124349,132.4697494506836,132.61125437418622,131.54250590006512,130.40300496419272,129.40500895182294,133.6800028483073,134.6779988606771,135.8174997965495
2022-03-11,133.99949645996094,134.1999969482422,130.29649353027344,130.47549438476562,130.47549438476562,26600000,GOOG,131.6573282877604,132.2482452392578,131.066411336263,129.11465962727863,127.75382486979166,125.21115620930988,133.01816304524738,135.56083170572916,136.92166646321613
2022-03-14,130.572998046875,131.0260009765625,126.41300201416016,126.74099731445312,126.74099731445312,30254000,GOOG,128.06000010172525,128.71950149536133,127.40049870808917,125.093999226888,123.44700113932291,120.48100026448566,129.70699818929035,132.6729990641276,134.3199971516927
2022-03-15,127.7415008544922,130.51724243164062,126.56800079345705,129.66050720214844,129.66050720214844,30292000,GOOG,128.91525014241537,128.54262161254883,129.28787867228192,127.31325785319012,124.9660085042318,123.36401621500654,131.26249949137372,132.86449178059894,135.21174112955728
2022-03-16,131.0,133.77099609375,129.2010040283203,133.6905059814453,133.6905059814453,32058000,GOOG,132.22083536783853,131.48600006103516,132.9556706746419,130.67067464192706,127.65084330240884,126.10068257649738,135.24066670735675,136.79082743326822,139.81065877278644
2022-03-17,133.3209991455078,134.739501953125,132.718994140625,134.60049438476562,134.60049438476562,23994000,GOOG,134.01966349283853,133.729248046875,134.31007893880206,133.29982503255206,131.99915568033853,131.27931722005206,135.32033284505206,136.04017130533853,137.34084065755206
2022-03-18,133.88400268554688,136.9134979248047,132.9320068359375,136.80149841308594,136.80149841308594,45900000,GOOG,135.54900105794272,134.9227523803711,136.17524973551434,134.18450419108075,131.56750996907553,130.20301310221356,138.16599527994794,139.5304921468099,142.14748636881512
2022-03-21,136.84750366210938,137.58250427246094,134.6114959716797,136.47850036621094,136.47850036621094,26632000,GOOG,136.2241668701172,136.0970001220703,136.35133361816406,134.86582946777344,133.25315856933594,131.8948211669922,137.8368377685547,139.19517517089844,140.80784606933594
2022-03-22,136.5,141.5,136.5,140.27749633789062,140.27749633789062,29776000,GOOG,139.42583211263022,139.0,139.85166422526044,137.35166422526044,134.42583211263022,132.35166422526044,142.35166422526044,144.42583211263022,147.35166422526044
2022-03-23,139.1385040283203,140.02499389648438,138.16650390625,138.5034942626953,138.5034942626953,25302000,GOOG,138.89833068847656,139.0957489013672,138.70091247558594,137.77166748046875,137.0398406982422,135.91317749023438,139.63015747070312,140.75682067871094,141.4886474609375
2022-03-24,139.2725067138672,141.39649963378906,138.03939819335938,141.31199645996094,141.31199645996094,20544000,GOOG,140.24929809570312,139.71794891357422,140.78064727783203,139.1020965576172,136.89219665527344,135.7449951171875,142.45919799804688,143.6063995361328,145.81629943847656
2022-03-25,141.75399780273438,141.95950317382812,139.69949340820312,141.52149963378906,141.52149963378906,19270000,GOOG,141.06016540527344,140.82949829101562,141.29083251953125,140.16082763671875,138.80015563964844,137.90081787109375,142.42083740234375,143.32017517089844,144.68084716796875
2022-03-28,140.6844940185547,141.97650146484375,139.82815551757812,141.9499969482422,141.9499969482422,23774000,GOOG,141.25155131022134,140.90232849121094,141.60077412923175,140.52660115559894,139.10320536295572,138.37825520833331,142.67494710286456,143.39989725748697,144.8232930501302
2022-03-29,143.16050720214844,144.16250610351562,142.48399353027344,143.25,143.25,28678000,GOOG,143.29883321126303,143.32324981689453,143.27441660563153,142.43516031901044,141.62032063802084,140.75664774576825,144.11367289225262,144.97734578450522,145.7921854654948
2022-03-30,142.8699951171875,143.48049926757812,142.16799926757812,142.64450073242188,142.64450073242188,21046000,GOOG,142.76433308919272,142.82424926757812,142.7044169108073,142.0481669108073,141.45183308919272,140.7356669108073,143.3606669108073,144.07683308919272,144.6731669108073
2022-03-31,142.44850158691406,142.64450073242188,139.61900329589844,139.64950561523438,139.64950561523438,29516000,GOOG,140.6376698811849,141.13175201416016,140.14358774820965,138.63083902994794,137.61217244466147,135.6053415934245,141.65633646647137,143.66316731770834,144.6818339029948
2022-04-01,140.00999450683594,140.9499969482422,138.7969970703125,140.6999969482422,140.6999969482422,23480000,GOOG,140.14899698893228,139.87349700927734,140.42449696858722,139.34799702962238,137.9959971110026,137.1949971516927,141.50099690755206,142.30199686686197,143.65399678548175
2022-04-04,140.82449340820312,144.0437469482422,140.82449340820312,143.6425018310547,143.6425018310547,19076000,GOOG,142.8369140625,142.43412017822266,143.23970794677734,141.6300811767578,139.61766052246094,138.41082763671875,144.84933471679688,146.05616760253906,148.06858825683594
2022-04-05,143.39950561523438,143.58999633789062,140.94349670410156,141.06300354003906,141.06300354003906,19256000,GOOG,141.8654988606771,142.2667465209961,141.4642512003581,140.14100138346356,139.21899922688803,137.4945017496745,142.78750101725262,144.51199849446616,145.43400065104169
2022-04-06,139.1614990234375,139.84849548339844,136.41810607910156,137.17599487304688,137.17599487304688,23574000,GOOG,137.81419881184897,138.13330078125,137.49509684244794,135.7799021402995,134.3838094075521,132.34951273600262,139.21029154459637,141.24458821614584,142.64068094889325
2022-04-07,136.6179962158203,137.70150756835938,134.8572540283203,136.46499633789062,136.46499633789062,19448000,GOOG,136.34125264485678,136.27938079833984,136.40312449137372,134.98099772135419,133.49699910481772,132.13674418131512,137.82525126139325,139.18550618489584,140.6695048014323
2022-04-08,136.25,136.25,133.75250244140625,134.010498046875,134.010498046875,16434000,GOOG,134.6710001627604,135.00125122070312,134.3407491048177,133.09200032552081,132.17350260416666,130.59450276692706,135.58949788411456,137.16849772135416,138.08699544270831
2022-04-11,132.89999389648438,132.93919372558594,129.61749267578125,129.79649353027344,129.79649353027344,24188000,GOOG,130.78439331054688,131.2783432006836,130.29044342041016,128.6295928955078,127.46269226074219,125.30789184570312,131.9512939453125,134.10609436035156,135.2729949951172
2022-04-12,132.42349243164062,132.42349243164062,127.57599639892578,128.37449645996094,128.37449645996094,23004000,GOOG,129.45799509684244,129.9997444152832,128.91624577840167,126.49249776204425,124.6104990641276,121.64500172932941,131.3399937947591,134.30549112955728,136.18748982747394
2022-04-13,128.62649536132812,130.65574645996094,128.4385986328125,130.28599548339844,130.28599548339844,19542000,GOOG,129.79344685872397,129.54717254638672,130.03972117106122,128.931147257487,127.57629903157553,126.71399943033856,131.14829508463544,132.0105946858724,133.36544291178387
2022-04-14,130.64950561523438,130.7102508544922,127.11150360107422,127.25299835205078,127.25299835205078,23484000,GOOG,128.3582509358724,128.9108772277832,127.80562464396161,126.00625101725262,124.75950368245444,122.40750376383465,129.6049982706706,131.95699818929037,133.20374552408856
2022-04-18,127.41000366210938,128.71200561523438,126.57845306396484,127.96099853515624,127.96099853515624,14918000,GOOG,127.75048573811848,127.64522933959961,127.85574213663736,126.7889658610026,125.61693318684895,124.65541330973306,128.92251841227213,129.884038289388,131.05607096354166
2022-04-19,128.07699584960938,130.90374755859375,127.45149993896484,130.531005859375,130.531005859375,22720000,GOOG,129.62875111897787,129.1776237487793,130.07987848917645,128.353754679362,126.17650349934897,124.90150705973309,131.8060022989909,133.08099873860678,135.2582499186198
2022-04-20,131.28399658203125,131.92349243164062,127.89405059814452,128.24549865722656,128.24549865722656,22610000,GOOG,129.3543472290039,129.90877151489258,128.79992294311523,126.78520202636719,125.3249053955078,122.75576019287108,130.81464385986328,133.3837890625,134.8440856933594
2022-04-21,129.35000610351562,130.3074951171875,124.6500015258789,124.9375,124.9375,30158000,GOOG,126.6316655476888,127.4787483215332,125.78458277384439,122.9558359781901,120.9741719563802,117.2983423868815,128.6133295694987,132.28915913899738,134.27082316080728
2022-04-22,125.0,125.4520034790039,119.1405029296875,119.61399841308594,119.61399841308594,46410000,GOOG,121.40216827392578,122.2962532043457,120.50808334350586,117.35233306884766,115.09066772460938,111.04083251953125,123.66383361816406,127.71366882324219,129.97533416748047
2022-04-25,119.42949676513672,123.27799987792967,118.76924896240234,123.25,123.25,34522000,GOOG,121.76574961344402,121.02362442016602,122.50787480672201,120.25349934895836,117.25699869791669,115.74474843343103,124.76225026448569,126.27450052897134,129.271001180013
2022-04-26,122.75,122.75,119.16184997558594,119.50599670410156,119.50599670410156,49394000,GOOG,120.47261555989583,120.95592498779297,119.98930613199869,118.19523111979166,116.88446553548177,114.6070810953776,121.78338114420572,124.06076558430989,125.37153116861978
2022-04-27,114.3730010986328,117.5,113.12425231933594,115.02050018310548,115.02050018310548,62238000,GOOG,115.2149175008138,115.31212615966797,115.11770884195963,112.9298350016276,110.83916982014973,108.55408732096353,117.30558268229166,119.59066518147786,121.68133036295572
2022-04-28,117.11499786376952,120.4384994506836,115.1438980102539,119.4114990234375,119.4114990234375,36790000,GOOG,118.331298828125,117.79119873046875,118.87139892578125,116.2240982055664,113.03669738769531,110.92949676513672,121.5186996459961,123.62590026855469,126.81330108642578
2022-04-29,117.5780029296875,118.95999908447266,114.69400024414062,114.96649932861328,114.96649932861328,33694000,GOOG,116.20683288574219,116.82699966430664,115.58666610717773,113.45366668701172,111.94083404541016,109.18766784667969,117.71966552734375,120.47283172607422,121.98566436767578
2022-05-02,113.90650177001952,117.3395004272461,113.39949798583984,117.15699768066406,117.15699768066406,30280000,GOOG,115.96533203125,115.36949920654297,116.56116485595703,114.5911636352539,112.02532958984375,110.65116119384766,118.53116607666016,119.90533447265625,122.4711685180664
2022-05-03,116.76499938964844,119.3000030517578,116.6269989013672,118.12950134277344,118.12950134277344,21216000,GOOG,118.01883443196614,117.9635009765625,118.07416788736978,116.73766581217448,115.34583028157554,114.06466166178389,119.41066996256508,120.69183858235674,122.08367411295568
2022-05-04,118.00350189208984,123.14299774169922,115.7385025024414,122.5749969482422,122.5749969482422,33232000,GOOG,120.48549906412761,119.44075012207031,121.5302480061849,117.828000386556,113.0810038248698,110.42350514729819,125.23249562581381,127.88999430338542,132.63699086507162
2022-05-05,120.22049713134766,121.2332534790039,115.18250274658205,116.74649810791016,116.74649810791016,43090000,GOOG,117.7207514444987,118.20787811279297,117.23362477620444,114.2082494099935,111.67000071207684,108.15749867757164,120.25900014241536,123.77150217692056,126.30975087483722
2022-05-06,115.5189971923828,117.49849700927734,114.14299774169922,115.66000366210938,115.66000366210938,35310000,GOOG,115.76716613769531,115.82074737548828,115.71358489990234,114.03583526611328,112.41166687011719,110.68033599853516,117.3913345336914,119.12266540527344,120.74683380126953
2022-05-09,113.30349731445312,115.56289672851562,112.55149841308594,113.08399963378906,113.08399963378906,34520000,GOOG,113.73279825846355,114.05719757080078,113.40839894612631,111.90269978841147,110.72139994303386,108.89130147298178,114.91409810384116,116.74419657389323,117.92549641927084
2022-05-10,116.04049682617188,116.69100189208984,113.38330078125,114.58450317382812,114.58450317382812,31158000,GOOG,114.88626861572266,115.03715133666992,114.73538589477539,113.08153533935547,111.57856750488281,109.77383422851562,116.38923645019531,118.1939697265625,119.69693756103516
2022-05-11,113.71050262451172,116.6709976196289,113.6500015258789,113.96099853515624,113.96099853515624,36502000,GOOG,114.76066589355469,115.1604995727539,114.36083221435547,112.85033416748047,111.73966979980469,109.82933807373047,115.87133026123047,117.78166198730469,118.89232635498047
2022-05-12,111.93800354003906,114.85649871826172,110.1135025024414,113.16100311279295,113.16100311279295,41464000,GOOG,112.71033477783203,112.48500061035156,112.9356689453125,110.56417083740234,107.96733856201172,105.82117462158203,115.30716705322266,117.45333099365234,120.05016326904297
2022-05-13,114.84549713134766,118.08499908447266,114.0,116.5155029296875,116.5155029296875,29738000,GOOG,116.20016733805339,116.04249954223633,116.35783513387045,114.31533559163412,112.11516825358073,110.23033650716147,118.40033467610678,120.28516642252605,122.48533376057944
2022-05-16,115.38400268554688,116.60749816894533,114.33499908447266,114.7925033569336,114.7925033569336,23282000,GOOG,115.24500020345052,115.47124862670898,115.01875178019205,113.8825022379557,112.97250111897785,111.61000315348304,116.15500132242838,117.51749928792319,118.42750040690105
2022-05-17,117.22750091552734,117.22750091552734,115.3375015258789,116.70149993896484,116.70149993896484,21576000,GOOG,116.4221674601237,116.28250122070312,116.56183369954428,115.61683400472006,114.53216807047527,113.72683461507162,117.5068333943685,118.31216684977214,119.39683278401694
2022-05-18,115.2375030517578,115.69564819335938,112.14199829101562,112.4010009765625,112.4010009765625,27982000,GOOG,113.41288248697917,113.9188232421875,112.90694173177084,111.13011678059897,109.85923258463542,107.57646687825522,114.68376668294272,116.96653238932292,118.23741658528647
2022-05-19,111.84100341796876,113.5875015258789,110.46800231933594,110.74549865722656,110.74549865722656,29192000,GOOG,111.60033416748047,112.02775192260742,111.17291641235352,109.61316680908203,108.4808349609375,106.49366760253906,112.732666015625,114.71983337402344,115.85216522216797
2022-05-20,112.08550262451172,112.5500030517578,106.3730010986328,109.31300354003906,109.31300354003906,37586000,GOOG,109.41200256347656,109.4615020751953,109.36250305175783,106.27400207519533,103.23500061035156,100.09700012207033,112.45100402832033,115.58900451660156,118.62800598144533
2022-05-23,110.10399627685548,112.00550079345705,109.1542510986328,111.66649627685548,111.66649627685548,31558000,GOOG,110.94208272298177,110.57987594604492,111.30428949991861,109.87866465250649,108.09083302815752,107.02741495768224,112.72991434733073,113.79333241780601,115.58116404215498
2022-05-24,106.37750244140624,106.3949966430664,102.20800018310548,105.9260025024414,105.9260025024414,60386000,GOOG,104.84299977620442,104.30149841308594,105.38450113932291,103.29100290934244,100.6560033162435,99.10400644938152,107.47799936930336,109.02999623616535,111.66499582926429
2022-05-25,105.14199829101562,106.5447006225586,104.21125030517578,105.8395004272461,105.8395004272461,37900000,GOOG,105.53181711832683,105.37797546386719,105.68565877278647,104.51893361409506,103.19836680094402,102.18548329671225,106.85238393147787,107.86526743570964,109.18583424886069
2022-05-26,106.05049896240234,108.95525360107422,105.48799896240234,108.2959976196289,108.2959976196289,30288000,GOOG,107.57975006103516,107.22162628173828,107.93787384033203,106.2042465209961,104.11249542236328,102.73699188232422,109.67150115966797,111.04700469970703,113.13875579833984
2022-05-27,109.78849792480467,112.86799621582033,109.5500030517578,112.79900360107422,112.79900360107422,29924000,GOOG,111.73900095621745,111.20899963378906,112.26900227864584,110.61000569661458,108.42100779215492,107.29201253255205,113.9279988606771,115.05699412027998,117.24599202473964
2022-05-31,113.0790023803711,116.43350219726562,112.57250213623048,114.03900146484376,114.03900146484376,51302000,GOOG,114.34833526611328,114.50300216674805,114.19366836547852,112.26316833496094,110.48733520507814,108.4021682739258,116.12416839599608,118.20933532714842,119.98516845703122
2022-06-01,114.93150329589844,117.39900207519533,113.55049896240234,114.13700103759766,114.13700103759766,28630000,GOOG,115.02883402506511,115.47475051879883,114.58291753133139,112.65866597493489,111.18033091227213,108.81016286214191,116.50716908772787,118.87733713785809,120.35567220052086
2022-06-02,114.18800354003906,117.89800262451172,113.30799865722656,117.74600219726562,117.74600219726562,27472000,GOOG,116.3173344930013,115.60300064086914,117.03166834513345,114.73666636149088,111.72733052571614,110.14666239420572,119.32667032877603,120.90733846028645,123.91667429606119
2022-06-03,115.99250030517578,116.364501953125,113.66799926757812,114.56400299072266,114.56400299072266,25052000,GOOG,114.8655014038086,115.01625061035156,114.71475219726562,113.36650085449219,112.16899871826172,110.66999816894531,116.06300354003906,117.56200408935547,118.75950622558594
2022-06-06,116.74250030517578,119.39849853515624,116.5282974243164,117.010498046875,117.010498046875,23786000,GOOG,117.64576466878255,117.96339797973633,117.32813135782877,115.89303080240886,114.77556355794272,113.02282969156903,118.76323191324869,120.51596577962238,121.63343302408852
2022-06-07,115.64800262451172,117.74864959716795,115.12550354003906,117.22949981689452,117.22949981689452,26414000,GOOG,116.70121765136719,116.43707656860352,116.96535873413086,115.65378570556642,114.0780715942383,113.03063964843753,118.27693176269531,119.32436370849608,120.9000778198242
2022-06-08,116.87650299072266,118.64600372314452,116.69674682617188,117.23799896240234,117.23799896240234,22544000,GOOG,117.52691650390625,117.6713752746582,117.3824577331543,116.40782928466798,115.57765960693361,114.45857238769534,118.35708618164062,119.47617340087889,120.30634307861327
